"","coef","Pr(>|z|)","lower .95","upper .95"
"theta_bandpower_kurtosis_F_R_1:2",0.0700601100832944,0.010985781557755,1.01619570013148,1.13207730866094
"theta_bandpower_kurtosis_O_R_1:2",0.00606453154985559,0.850303885544906,0.944673902375369,1.07148394375794
"alpha_bandpower_kurtosis_F_R_1:2",-0.0660800373955741,0.0235912270604387,0.884004510035848,0.991172235274156
"alpha_bandpower_kurtosis_O_R_1:2",0.0017774409558725,0.951934979593671,0.945522406009631,1.0613827886255
"delta_alpha_mean_F_R_1:2",-0.0326356947466362,0.261147321687737,0.914333497732691,1.02458587587773
"delta_alpha_mean_O_R_1:2",-0.0120790199191982,0.684243855824521,0.932120558723953,1.04721585719546
"theta_alpha_mean_F_R_1:2",0.0340280476318027,0.267653924565726,0.974199940093816,1.09877378198556
"theta_alpha_mean_O_R_1:2",0.00591103214097942,0.879831109928574,0.931722266736971,1.08604490544287
"kurtosis_NREM_C_1:2",-0.0175234719776991,0.579859549023665,0.923518303802449,1.04552349856887
"kurtosis_NREM_F_1:2",0.0333756669364705,0.539018737512308,0.929496728318629,1.15011659653741
"kurtosis_R_F_1:2",-0.06209652703799,0.119201820071662,0.869178027516835,1.01614317125313
"kurtosis_NREM_O_1:2",0.0665182367963714,0.0349973551034185,1.0046936891621,1.13695514700067
"kurtosis_R_O_1:2",-0.049208313146171,0.174189725881147,0.886757112086662,1.02200617994041
"Age_1:2",0.401856440044024,7.04303610331984e-37,1.40878797915012,1.58571709861659
"Sex_1:2",0.15617282543607,0.000457593820701092,1.07372828090806,1.27312467711085
"BMI_1:2",0.100846481431436,2.57429175533974e-06,1.06057520252089,1.15359315972678
"MedBenzo_1:2",0.0201765918931119,0.795286461709024,0.876128693391496,1.18838527314331
"MedAntiDep_1:2",-0.139190806434117,0.113865443127767,0.732172244371614,1.03392048559122
"MedSedative_1:2",-0.00336683983275084,0.974465960773208,0.810963048261479,1.22482638744569
"MedAntiEplipetic_1:2",-0.288871019758751,0.0386155827291454,0.569716456293468,0.98498826410236
"MedStimulant_1:2",0.178963264083508,0.295916575128004,0.855029088049426,1.67287937381479
"AMP_F_1:3",-0.162812372595851,0.452746801375365,0.555542851818405,1.29976669983734
"DENS_F_1:3",0.0106512443409299,0.839611508374933,0.911652677236929,1.12052652504814
"DUR_F_1:3",-0.0219793209469349,0.430373201938969,0.9262516301261,1.03318958366048
"FFT_F_1:3",0.0437927465868946,0.201172881075446,0.976913471992729,1.11733086971197
"COUPL_ANGLE_F_1:3",-0.0782715804976586,0.00408975406034429,0.876601425787284,0.975465684879532
"COUPL_OVERLAP_F_1:3",-0.0835235766006105,0.128514170122934,0.825947594665331,1.02447142739149
"SO_DUR_F_1:3",0.0545910221662959,0.0121875879321195,1.01197742033792,1.10216429279048
"SO_P2P_F_1:3",0.191308352480815,0.149467179395726,0.933491909748335,1.57057169116404
"SO_RATE_F_1:3",-0.015677589488177,0.581510140761744,0.931065022156959,1.04088465769307
"SO_SLOPE_NEG1_F_1:3",0.40259197359048,0.131399030934673,0.886521089278082,2.52346841799413
"SO_SLOPE_POS1_F_1:3",0.0070967016323224,0.848347106383925,0.936467939329554,1.08310660222345
"DENS_C_1:3",-0.0772618767686074,0.0971409111668767,0.84489162674616,1.01412194439639
"COUPL_OVERLAP_C_1:3",-0.0340332568987575,0.502588405546874,0.875002408174302,1.06765230095885
"AMP_O_1:3",-0.630461362986424,0.067147081815856,0.271052345471168,1.04552650812623
"DENS_O_1:3",-0.0150359558665217,0.760867092886155,0.894162745497928,1.08523392919615
"DUR_O_1:3",0.04997389157579,0.109084338461737,0.988907704446096,1.11750895060423
"FFT_O_1:3",-0.047777651885723,0.0804118907113417,0.903626078132813,1.00580109231497
"COUPL_ANGLE_O_1:3",0.00380470266370435,0.884898300931105,0.953412362090004,1.05687577641409
"COUPL_OVERLAP_O_1:3",-0.0505720259991926,0.288956140282292,0.865849382198199,1.04383377465699
"SO_DUR_O_1:3",0.146772746439569,6.53580987767162e-05,1.077584302582,1.24461184956405
"SO_P2P_O_1:3",-0.0389515573213726,0.783970401850691,0.728019856693602,1.27064397748032
"SO_RATE_O_1:3",0.0312956765918003,0.304300127697571,0.971984651394515,1.095276254404
"SO_SLOPE_NEG1_O_1:3",-0.101095243242728,0.690526880397527,0.549488837451307,1.48672591969944
"SO_SLOPE_POS1_O_1:3",0.0235190168788605,0.105089182107486,0.995088237204882,1.05333560850896
"alpha_bandpower_mean_F_NREM_1:3",-0.0561752198989312,0.15025283133397,0.875721760000027,1.02056502935699
"alpha_bandpower_mean_O_NREM_1:3",-0.0841040962034441,0.0461444889696414,0.846394487097212,0.998562572935734
"delta_bandpower_kurtosis_F_NREM_1:3",-0.0122101957888172,0.768356308295893,0.910770127493239,1.07148373037999
"delta_bandpower_kurtosis_O_NREM_1:3",-0.0483360218933989,0.175869276751408,0.888406661390567,1.0218897865476
"theta_bandpower_kurtosis_F_NREM_1:3",0.0180509008348982,0.638957216669163,0.94425499809325,1.09796759059001
"theta_bandpower_kurtosis_C_NREM_1:3",-0.0460723805022312,0.158957654543702,0.895673460226394,1.01819821881673
"theta_bandpower_kurtosis_O_NREM_1:3",0.0149505823802296,0.678301977530615,0.945827265192247,1.08936666522948
"alpha_bandpower_kurtosis_F_NREM_1:3",0.00850119659918891,0.829714978961031,0.933352375519234,1.0897789336989
"alpha_bandpower_kurtosis_C_NREM_1:3",0.00394146977598011,0.903439211612383,0.942013818039345,1.06995680150516
"alpha_bandpower_kurtosis_O_NREM_1:3",0.0239412650419538,0.460268743613686,0.96116749552247,1.09143039216484
"sigma_bandpower_kurtosis_F_NREM_1:3",-0.0182023350328383,0.652522037935118,0.907160261261073,1.06293237543809
"sigma_bandpower_kurtosis_C_NREM_1:3",-0.0588491223944867,0.0624377175178579,0.8862507281767,1.00306181251113
"sigma_bandpower_kurtosis_O_NREM_1:3",-0.0408362822378034,0.276452830990608,0.891920297021992,1.03324665705254
"delta_alpha_mean_F_NREM_1:3",-0.0415874289374323,0.32752675443514,0.882641153729397,1.04254172463579
"delta_alpha_mean_C_NREM_1:3",-0.0647652297329015,0.0954370272344944,0.868580739099522,1.01142909298254
"delta_alpha_mean_O_NREM_1:3",-0.0788553893387806,0.0375952641564805,0.857969085613101,0.995486648142485
"theta_alpha_mean_F_NREM_1:3",0.00870067402624362,0.805431178783664,0.941266262561155,1.08104759941432
"theta_alpha_mean_O_NREM_1:3",-0.0143331925901132,0.737510447996737,0.906509744487709,1.07195824796043
"alpha_bandpower_mean_F_R_1:3",0.00193816213842437,0.95721744380687,0.933444985719703,1.07546118121224
"alpha_bandpower_mean_O_R_1:3",0.0336000279471662,0.379253146742972,0.959544219868212,1.11460149130383
"delta_bandpower_kurtosis_F_R_1:3",0.0347223594994597,0.343514849755499,0.963558074893929,1.11245272193068
"delta_bandpower_kurtosis_O_R_1:3",0.00212998443074798,0.945855386511423,0.942384637488136,1.06566789766852
"theta_bandpower_kurtosis_F_R_1:3",-0.0254736589631673,0.448245408519169,0.912733639867268,1.04118955738311
"theta_bandpower_kurtosis_O_R_1:3",-0.00559429130740124,0.878871294448547,0.925389591259959,1.06860265787243
"alpha_bandpower_kurtosis_F_R_1:3",-0.0388297396739448,0.258878167617582,0.89921234447809,1.02898882043616
"alpha_bandpower_kurtosis_O_R_1:3",-0.052626411183531,0.126807680044813,0.886758356234513,1.0150419478459
"delta_alpha_mean_F_R_1:3",-0.00459340023291253,0.859975033561731,0.945890447694691,1.04753702891617
"delta_alpha_mean_O_R_1:3",0.0260084104854104,0.100041186402738,0.995026126917942,1.05865909745291
"theta_alpha_mean_F_R_1:3",0.0486355186939308,0.0943997586188446,0.991679984830131,1.11140597401786
"theta_alpha_mean_O_R_1:3",0.0645711019032986,0.0582072371162612,0.997758366471804,1.14040829701021
"kurtosis_NREM_C_1:3",-0.132314349591935,0.00118864042146911,0.808709442835078,0.949031662561455
"kurtosis_NREM_F_1:3",-0.168855971913787,0.0141379578056325,0.738058320440565,0.966591308623519
"kurtosis_R_F_1:3",-0.0642713502649608,0.178733340157758,0.853890506563323,1.02984633865324
"kurtosis_NREM_O_1:3",0.0291229665372315,0.454730188620722,0.953865274313858,1.11124251534342
"kurtosis_R_O_1:3",-0.0506969442067661,0.218355040366939,0.876848674219734,1.03048231789161
"Age_1:3",0.329463786231496,1.82512738349591e-17,1.30396471664375,1.48860170489581
"Sex_1:3",0.101519717534204,0.0441271147239856,1.00620350333841,1.2181662008568
"BMI_1:3",0.062938574762045,0.0101551590762103,1.01506125598988,1.11731466750931
"MedBenzo_1:3",0.0504248855325024,0.514310081916197,0.903821387182884,1.22381531923288
"MedAntiDep_1:3",-0.0226217604341806,0.772899550558206,0.838399216315875,1.13998759330932
"MedSedative_1:3",0.168363081452205,0.0514270085326656,0.998957758437401,1.40181657343126
"MedAntiEplipetic_1:3",0.0246024457025552,0.776973998217957,0.864480311694748,1.21510639363198
"MedStimulant_1:3",0.326575518021617,0.023024051943657,1.04600707906189,1.83706814743315
