"Xname","coef","Pr(>|z|)","lower .95","upper .95","N"
"alpha_bandpower_kurtosis_C_NREM",0.0198552670702861,0.581429076469029,0.950531732894586,1.09466049643536,7490
"alpha_bandpower_kurtosis_C_R",-0.0537063009351564,0.122079932036389,0.885335373653063,1.01447998444168,7128
"alpha_bandpower_kurtosis_C_W",,,,,
"alpha_bandpower_kurtosis_F_NREM",0.046780964183883,0.178633103339903,0.978836620226199,1.12182010844419,7490
"alpha_bandpower_kurtosis_F_R",-0.0442938760000589,0.19933459194553,0.894102075918338,1.02362226778334,7128
"alpha_bandpower_kurtosis_F_W",,,,,
"alpha_bandpower_kurtosis_O_NREM",,,,,
"alpha_bandpower_kurtosis_O_R",-0.0536839371995852,0.119163827068578,0.8858517787402,1.01393394554963,7128
"alpha_bandpower_kurtosis_O_W",,,,,
"alpha_bandpower_mean_C_NREM",-0.0512293698619411,0.141273977783297,0.887377703218333,1.01717159206423,7490
"alpha_bandpower_mean_C_R",-0.0954912379813519,0.0313727139488695,0.833227497725561,0.991502402058792,7128
"alpha_bandpower_mean_C_W",,,,,
"alpha_bandpower_mean_F_NREM",-0.0433428888612995,0.201342282234924,0.895988207470315,1.02341210923499,7490
"alpha_bandpower_mean_F_R",-0.0926540238667341,0.0447884681449715,0.832640721112587,0.997847309677729,7128
"alpha_bandpower_mean_F_W",,,,,
"alpha_bandpower_mean_O_NREM",,,,,
"alpha_bandpower_mean_O_R",,,,,
"alpha_bandpower_mean_O_W",,,,,
"AMP_C",-0.0526408931003783,0.566569610406761,0.79241832927109,1.13585315489688,7490
"AMP_F",,,,,
"AMP_O",,,,,
"COUPL_ANGLE_C",0.0186067529535262,0.572595254247452,0.955016110161624,1.08680323508401,7466
"COUPL_ANGLE_F",0.0744467683567919,0.0284068980001947,1.00790015136356,1.15145277551122,7477
"COUPL_ANGLE_O",,,,,
"COUPL_OVERLAP_C",0.0235172476945044,0.509489416752735,0.954698751922523,1.09789413987288,7490
"COUPL_OVERLAP_F",,,,,
"COUPL_OVERLAP_O",,,,,
"delta_alpha_mean_C_NREM",-0.16137422956916,7.19304824496693e-05,0.785804286271765,0.921547513715751,7490
"delta_alpha_mean_C_R",-0.0690690162014886,0.0719407619983411,0.865630343833906,1.00617829123303,7128
"delta_alpha_mean_C_W",,,,,
"delta_alpha_mean_F_NREM",-0.164341438157593,5.64279519697196e-05,0.783235412697908,0.919099490538612,7490
"delta_alpha_mean_F_R",0.00914316444153781,0.780991668066293,0.946189890684276,1.076374370119,7128
"delta_alpha_mean_F_W",,,,,
"delta_alpha_mean_O_NREM",-0.108011481359161,0.0054962270854237,0.831719168336635,0.96873660111079,7490
"delta_alpha_mean_O_R",,,,,
"delta_alpha_mean_O_W",,,,,
"delta_bandpower_kurtosis_C_NREM",0.0136875375651533,0.692556897098674,0.947278111785129,1.08495404080855,7490
"delta_bandpower_kurtosis_C_R",0.0821642076873772,0.0103382576825784,1.01955270413353,1.15599842711052,7128
