"","coef","Pr(>|z|)","lower .95","upper .95"
"DENS_F_1:2",-0.0313911275469628,0.409900538645272,0.899378104804339,1.0442192678379
"DUR_F_1:2",0.0116920713171481,0.274714384156963,0.990754879235416,1.03321186381681
"FFT_F_1:2",0.0115441963159428,0.626106809277091,0.965706036028304,1.059698246245
"COUPL_ANGLE_F_1:2",-0.0325959523411726,0.108451076820031,0.930162427783197,1.00723016218804
"COUPL_OVERLAP_F_1:2",-0.0106454924986414,0.779960896122492,0.918208661709303,1.06613464762105
"SO_DUR_F_1:2",0.100963860187674,9.62772847363746e-11,1.07292809924412,1.1405792735745
"SO_P2P_F_1:2",-0.000911996195346843,0.970085570649899,0.952584087783006,1.04786305258952
"SO_RATE_F_1:2",0.040043934739324,0.0403600707019752,1.00176111331869,1.08147765502487
"SO_SLOPE_POS1_F_1:2",-0.0964091775240909,0.0154266853923255,0.839943913494455,0.981770017594976
"AMP_C_1:2",0.0126086910127206,0.26937592811222,0.990281788334328,1.03560223151673
"DENS_C_1:2",-0.0130471734213369,0.694270980224782,0.924867329382817,1.05338694270428
"DUR_C_1:2",0.0176341294311459,0.0885399335919355,0.997344527388846,1.03865568194669
"FFT_C_1:2",-0.00958023938621636,0.633475560124856,0.952221111845465,1.03024592105045
"COUPL_ANGLE_C_1:2",-0.0304714034983873,0.131449851866128,0.932333518152464,1.00916360025952
"COUPL_OVERLAP_C_1:2",-0.0101889072127874,0.764680121910518,0.925980753292612,1.05815202591822
"SO_DUR_C_1:2",0.0899086635997901,1.17485638035851e-07,1.05827846172352,1.13108102200049
"SO_P2P_C_1:2",0.00330868751050471,0.963441858157353,0.870945871715772,1.15580009150217
"SO_RATE_C_1:2",0.0521219116810356,0.0136794488085787,1.01074583049839,1.0980713458568
"SO_SLOPE_NEG1_C_1:2",0.0306625894141039,0.758712942105188,0.847905775659696,1.25396551496021
"SO_SLOPE_POS1_C_1:2",-0.0178057486904264,0.58377155390355,0.921730077323996,1.0469606616
"AMP_O_1:2",0.00942136948935974,0.465030392092162,0.984271492007984,1.03530518962166
"DENS_O_1:2",-0.0157937849273874,0.627926701089715,0.923425164237999,1.04925243895771
"DUR_O_1:2",0.0263690281086759,0.00837130360831716,1.00679094971585,1.04704306320844
"FFT_O_1:2",0.00557708824074464,0.75885659000555,0.97041599598319,1.04204446385101
"COUPL_ANGLE_O_1:2",0.00631248168376001,0.727010893765337,0.971292668681177,1.04263630038033
"COUPL_OVERLAP_O_1:2",-0.00754851328414163,0.809159029461474,0.933506014540206,1.05517944915888
"SO_DUR_O_1:2",0.122104095406841,5.59542842619201e-07,1.07711368391,1.18521387332343
"SO_P2P_O_1:2",-0.0184390040534507,0.744586081244787,0.878648831012398,1.09690432534423
"SO_RATE_O_1:2",0.007159463933748,0.731822937985944,0.966777768474862,1.04928140453387
"SO_SLOPE_NEG1_O_1:2",-0.0322069338225838,0.581386627191006,0.863556943147466,1.08576148611081
"SO_SLOPE_POS1_O_1:2",-0.0346397954719977,0.269190553333784,0.908386642682173,1.02716808352862
"alpha_bandpower_mean_F_NREM_1:2",-0.0512090591154551,0.0672233882958811,0.899380046159012,1.00363807417047
"alpha_bandpower_mean_C_NREM_1:2",-0.019030403365911,0.476482935961893,0.93107200422722,1.033920468957
"alpha_bandpower_mean_O_NREM_1:2",-0.0284444949928444,0.324381927166001,0.918498185897369,1.02852564010799
"delta_bandpower_kurtosis_F_NREM_1:2",-0.0545114982553241,0.058042554880481,0.895045653972372,1.00185928179752
"delta_bandpower_kurtosis_C_NREM_1:2",-0.0316599573364843,0.266512045361659,0.916213277716905,1.02448104908166
"delta_bandpower_kurtosis_O_NREM_1:2",-0.0783737499957633,0.00211534550730843,0.879543862026465,0.972003712104482
"theta_bandpower_kurtosis_F_NREM_1:2",-0.0732598193189113,0.0141312212510355,0.876539765399906,0.985361764745987
"theta_bandpower_kurtosis_C_NREM_1:2",-0.0915205203367998,0.0025844828842602,0.859805138711681,0.96851477338238
"theta_bandpower_kurtosis_O_NREM_1:2",-0.0581939404452884,0.0298244491694985,0.895210102655854,0.99432511911124
"alpha_bandpower_kurtosis_F_NREM_1:2",0.0114405850600872,0.67555539761441,0.958740724734733,1.06717585446747
"alpha_bandpower_kurtosis_C_NREM_1:2",0.014844904896904,0.578532685448519,0.963166067571702,1.0695299401642
"alpha_bandpower_kurtosis_O_NREM_1:2",0.0304109331694697,0.187688565070457,0.985278102465874,1.07858846179099
"sigma_bandpower_kurtosis_F_NREM_1:2",0.0530627564118334,0.0401791672771292,1.00238037638733,1.10932083205297
"sigma_bandpower_kurtosis_C_NREM_1:2",0.0289898794384425,0.207506353963085,0.984040239416171,1.07688029783659
"sigma_bandpower_kurtosis_O_NREM_1:2",0.001975687480657,0.938766077254154,0.95272316697428,1.05377850223201
"delta_alpha_mean_F_NREM_1:2",-0.0865058082336938,0.00694164296519306,0.86130202896295,0.97657710718093
"delta_alpha_mean_C_NREM_1:2",-0.0772485204746052,0.00936603889218564,0.873264408394542,0.981198843503234
"delta_alpha_mean_O_NREM_1:2",-0.0452131697370072,0.0657635201900174,0.910853416632009,1.0029513055537
"theta_alpha_mean_F_NREM_1:2",0.0283499522836202,0.25457232323246,0.979786552465081,1.08017216364552
"theta_alpha_mean_C_NREM_1:2",-0.0132311171569244,0.589645866491084,0.940529533817574,1.03546437145534
"theta_alpha_mean_O_NREM_1:2",0.00149628874502438,0.9586416660137,0.946432673944965,1.05976588439128
"alpha_bandpower_mean_F_R_1:2",-0.0140613550459586,0.614125129188476,0.933585836724952,1.04143509253185
"alpha_bandpower_mean_C_R_1:2",-0.0455629303004138,0.0889945753323982,0.906584588360114,1.00696925239389
"alpha_bandpower_mean_O_R_1:2",-0.0363399693372743,0.213439895149544,0.910658462417423,1.02112750860513
"delta_bandpower_kurtosis_F_R_1:2",-0.0268085925212761,0.317317537514816,0.923713581995628,1.02607007798494
"delta_bandpower_kurtosis_C_R_1:2",-0.0459263204902074,0.061092851257632,0.910292265251046,1.0021392042891
"delta_bandpower_kurtosis_O_R_1:2",-0.0194691262582337,0.392411238442816,0.937924244367721,1.02546671806561
"theta_bandpower_kurtosis_F_R_1:2",0.0168937112883233,0.470615551459872,0.971416776006351,1.06480012114364
"theta_bandpower_kurtosis_C_R_1:2",0.00649923350048759,0.767305461787931,0.964110083892263,1.0507963055556
"theta_bandpower_kurtosis_O_R_1:2",0.0220635057066401,0.400788390537755,0.971024142425903,1.076301857328
"alpha_bandpower_kurtosis_F_R_1:2",0.0154536865146296,0.419239635220461,0.978196895219623,1.05437869407894
"alpha_bandpower_kurtosis_C_R_1:2",0.00289735618702359,0.871471452105315,0.968310969960728,1.03872781100211
"alpha_bandpower_kurtosis_O_R_1:2",-0.00530117872294174,0.815510889761171,0.951388954234874,1.04000960388678
"delta_alpha_mean_F_R_1:2",0.0298891168625734,0.0706799163660862,0.997482515585329,1.0642804024447
"delta_alpha_mean_C_R_1:2",0.037361397644862,0.0209072774515611,1.00567269050305,1.07150706975214
"delta_alpha_mean_O_R_1:2",0.0214649652380583,0.0971249798714732,0.996112856266356,1.04793823572828
"theta_alpha_mean_F_R_1:2",0.0354474360779508,0.0786268042824963,0.995951865562767,1.07783157563983
"theta_alpha_mean_C_R_1:2",0.0659829661093379,0.000809787254536476,1.02775017654148,1.11025954647907
