"","coef","Pr(>|z|)","lower .95","upper .95"
"SO_DUR_O_1:3",0.146880560500067,6.47682302754654e-07,1.09311532985313,1.22719294233157
"SO_P2P_O_1:3",-0.0183070761435922,0.644997076734561,0.908293936410813,1.06138332612437
"SO_RATE_O_1:3",0.0334829680935081,0.207915061843756,0.981543595632028,1.08936481198807
"SO_SLOPE_POS1_O_1:3",0.0216125104094357,0.119260652868072,0.994437483532209,1.05001354668696
"alpha_bandpower_mean_O_NREM_1:3",-0.119956228721598,0.00215772997618246,0.821520205024713,0.957610929936199
"delta_bandpower_kurtosis_O_NREM_1:3",-0.0460070408827886,0.152495692967563,0.896703086766896,1.01716200049363
"theta_bandpower_kurtosis_F_NREM_1:3",-0.00557441581762349,0.847275150231869,0.939598441282793,1.05248480927695
"theta_bandpower_kurtosis_C_NREM_1:3",-0.0585792674485048,0.0572849367690281,0.887833222168431,1.00181447577799
"theta_bandpower_kurtosis_O_NREM_1:3",-0.00328140678450551,0.911488255176398,0.94069331737367,1.05609198695295
"alpha_bandpower_kurtosis_F_NREM_1:3",0.0253067590626187,0.428088064242659,0.963403479280431,1.0918750977793
"alpha_bandpower_kurtosis_C_NREM_1:3",0.0338435094730861,0.250715777668556,0.976377274077624,1.09591894982079
"alpha_bandpower_kurtosis_O_NREM_1:3",0.0449849465643624,0.130695434890995,0.986736451899758,1.10884860889677
"sigma_bandpower_kurtosis_F_NREM_1:3",-0.0493556492101632,0.0758480513057763,0.90136487290582,1.00514704128993
"sigma_bandpower_kurtosis_C_NREM_1:3",-0.0585864974054109,0.0524583246173769,0.888877696648751,1.00062282607065
"sigma_bandpower_kurtosis_O_NREM_1:3",-0.033588140213444,0.342565406017524,0.902172450797094,1.03642087322771
"delta_alpha_mean_F_NREM_1:3",-0.0739729797542242,0.0629932808092913,0.859028243970084,1.00401555880949
"delta_alpha_mean_C_NREM_1:3",-0.085202570779715,0.0194372751379863,0.854996414454307,0.986346922501754
"delta_alpha_mean_O_NREM_1:3",-0.102993522165616,0.00355972118251322,0.841769228256806,0.96682510215817
"theta_alpha_mean_O_NREM_1:3",-0.0332709549894328,0.41199676076558,0.893366929339138,1.04730057979327
"alpha_bandpower_mean_O_R_1:3",0.0480039365513978,0.111019653236678,0.989025689236058,1.1129819401027
"delta_bandpower_kurtosis_O_R_1:3",-0.0129100485665423,0.66034425594131,0.931936176201575,1.04568361647339
"alpha_bandpower_kurtosis_O_R_1:3",-0.0598296253231616,0.0381434367163115,0.890129414189681,0.99673451032564
"delta_alpha_mean_O_R_1:3",0.0320640868766417,0.0101465651570906,1.00764763908537,1.05813680420165
"theta_alpha_mean_O_R_1:3",0.0642421634223296,0.0229821112741639,1.00890463062077,1.12706747956004
"kurtosis_NREM_C_1:3",-0.0728501030867807,0.0454384579073546,0.865696014107592,0.998522341653337
"kurtosis_NREM_F_1:3",-0.163943389454097,8.2919729538613e-05,0.782247183100594,0.920993517361876
"kurtosis_NREM_O_1:3",0.0652695930873576,0.0471407144350769,1.00082465564177,1.13850371590263
"kurtosis_R_O_1:3",-0.0511395933741294,0.182925846248128,0.88126231422352,1.02441402338911
"Age_1:3",0.348906206356162,3.44989971008023e-23,1.33207725839431,1.51068506061901
"Sex_1:3",0.0812279272237371,0.0899987744465261,0.993257964378092,1.18541085725747
"BMI_1:3",0.0694087925876941,0.00197652923371304,1.02576275319149,1.12005870585111
"MedBenzo_1:3",0.067226651730707,0.340534191255353,0.93144569707408,1.22810298512636
"MedAntiDep_1:3",-0.0529545108406889,0.502758451182561,0.812347280729795,1.1072930275983
"MedSedative_1:3",0.153952335216198,0.0755108023892464,0.984306524046647,1.38226380384979
"MedAntiEplipetic_1:3",0.0432386310138605,0.62164200720026,0.879433286065145,1.23980589874978
"MedStimulant_1:3",0.252698070810731,0.0580901053801719,0.991376843919394,1.67206049000422
