"Xname","coef","Pr(>|z|)","lower .95","upper .95","N"
"alpha_bandpower_kurtosis_C_NREM",-0.0900131932120486,0.059962701714352,0.832100757542484,1.00378249188815,5664
"alpha_bandpower_kurtosis_C_R",-0.100039106092731,0.026847532469124,0.828108948290977,0.988597843979464,5411
"alpha_bandpower_kurtosis_C_W",,,,,
"alpha_bandpower_kurtosis_F_NREM",-0.0674853387215392,0.148326601865898,0.853003817916355,1.02431139614651,5664
"alpha_bandpower_kurtosis_F_R",-0.0909013289356748,0.0431779736227049,0.836093824673985,0.997215667316673,5411
"alpha_bandpower_kurtosis_F_W",,,,,
"alpha_bandpower_kurtosis_O_NREM",-0.054043181048328,0.202256391960918,0.871874253180349,1.02944900081924,5664
"alpha_bandpower_kurtosis_O_R",-0.0297216237906365,0.467772126428141,0.895880422285836,1.05180221133748,5411
"alpha_bandpower_kurtosis_O_W",,,,,
"alpha_bandpower_mean_C_NREM",,,,,
"alpha_bandpower_mean_C_R",,,,,
"alpha_bandpower_mean_C_W",,,,,
"alpha_bandpower_mean_F_NREM",,,,,
"alpha_bandpower_mean_F_R",,,,,
"alpha_bandpower_mean_F_W",,,,,
"alpha_bandpower_mean_O_NREM",0.015323671470737,0.6940353332238,0.940801055542068,1.09600409279148,5664
"alpha_bandpower_mean_O_R",-0.00723474455649631,0.865679542856266,0.912958121348855,1.07960558958177,5411
"alpha_bandpower_mean_O_W",,,,,
"AMP_C",,,,,
"AMP_F",,,,,
"AMP_O",,,,,
"COUPL_ANGLE_C",,,,,
"COUPL_ANGLE_F",,,,,
"COUPL_ANGLE_O",0.0708690249743116,0.0821842100712202,0.990996869675008,1.1627430982126,5652
"COUPL_OVERLAP_C",-0.0786158626193819,0.0810182333270397,0.846262235586972,1.00974141268216,5664
"COUPL_OVERLAP_F",-0.0790872474218525,0.0931364648856699,0.842480666131433,1.01331797500204,5664
"COUPL_OVERLAP_O",-0.0522755225768313,0.223153164947452,0.872508712593892,1.03234363782415,5664
"delta_alpha_mean_C_NREM",-0.147172663687589,0.00600267766628029,0.777124282910046,0.958687288359154,5664
"delta_alpha_mean_C_R",,,,,
"delta_alpha_mean_C_W",,,,,
