"","coef","Pr(>|z|)","lower .95","upper .95"
"delta_alpha_mean_F_NREM_1:3",-0.0895532722003006,0.0226759452416845,0.846559257871637,0.987546723949898
"delta_alpha_mean_C_NREM_1:3",-0.0957457357593424,0.00664118765456038,0.847993694840298,0.973741517531466
"delta_alpha_mean_O_NREM_1:3",-0.0631838348553375,0.0246920847886195,0.888414899983819,0.991981070224415
"theta_alpha_mean_F_NREM_1:3",0.0335761301380919,0.221598743284568,0.979940045712262,1.09135074790986
"theta_alpha_mean_O_NREM_1:3",-0.0356327292884926,0.291872708855625,0.903126983575655,1.03110047350006
"alpha_bandpower_mean_F_R_1:3",0.0537873719287709,0.0395129738096253,1.00258559751292,1.11070226145441
"alpha_bandpower_mean_C_R_1:3",0.0671247335776827,0.023647973770223,1.00902395825162,1.13344988969575
"delta_bandpower_kurtosis_F_R_1:3",0.0468083028066978,0.0976226478024321,0.991461238071075,1.1075961448001
"delta_bandpower_kurtosis_C_R_1:3",0.0562531957143422,0.00886805549597918,1.01422500877862,1.10338376565355
"theta_bandpower_kurtosis_F_R_1:3",-0.0237936426850007,0.371784357982797,0.926808624335996,1.02882862274327
"theta_bandpower_kurtosis_C_R_1:3",-0.0423035944719061,0.084920643239807,0.913538135545803,1.00583995489774
"theta_bandpower_kurtosis_O_R_1:3",0.0114882718414345,0.687645545069796,0.956460407460578,1.06982215864113
"alpha_bandpower_kurtosis_F_R_1:3",-0.0374534898924448,0.187739331319834,0.911030076484669,1.01844034921577
"alpha_bandpower_kurtosis_O_R_1:3",-0.0717358342661843,0.00513426137253811,0.885168602113567,0.978734833800048
"delta_alpha_mean_F_R_1:3",0.0254621104593266,0.180284198182183,0.988285541250114,1.06471572063216
"delta_alpha_mean_C_R_1:3",0.0167875653715568,0.423272901077941,0.975990542479476,1.05958520281669
"delta_alpha_mean_O_R_1:3",0.0129419179990746,0.425001004430587,0.981322992664737,1.04575327307826
"theta_alpha_mean_C_R_1:3",0.0308992291931822,0.164760719897434,0.987386191220625,1.07733725983377
"theta_alpha_mean_O_R_1:3",0.0888974964333655,5.50038441915718e-05,1.04675817539148,1.1412190768708
"kurtosis_NREM_C_1:3",-0.0186885865718252,0.712242185913531,0.888700160354283,1.0839569678316
"kurtosis_R_C_1:3",-0.112041532386393,0.00285523778535709,0.830555866374514,0.962305817771939
"kurtosis_NREM_F_1:3",-0.132937526311657,0.0199033307535443,0.782821269571735,0.97919528740163
"kurtosis_R_F_1:3",-0.0726589607684464,0.0593925118479947,0.862261757320195,1.00288261686619
"kurtosis_R_O_1:3",-0.025133873865576,0.319134788177701,0.928131911435964,1.02461164987035
"Age_1:3",0.328854349616526,2.91379466963969e-23,1.31572820922547,1.47460151185659
"Sex_1:3",0.0636147388580778,0.15704456653383,0.984666704742912,1.15474313186215
"BMI_1:3",0.0595899243360507,0.00400919439373834,1.01918195361077,1.10536936868714
"MedBenzo_1:3",0.154933610115516,0.00886117445128838,1.03968157408504,1.31121309144927
"MedAntiDep_1:3",-0.0388568542333102,0.571591038979003,0.84073337803016,1.10050260655206
"MedSedative_1:3",0.179965878995674,0.0130469261456879,1.0386063993937,1.37995645458772
"MedAntiEplipetic_1:3",0.0219876284332323,0.777597312982719,0.877580066557559,1.19072497073614
"MedStimulant_1:3",0.193745742012854,0.105793119281022,0.959794610877217,1.53499549846503
