Name,Mean,Std
AMP_F,132.79300879403706,723.8998216394109
DENS_F,3.8472489215125334,2.0062698393821536
DUR_F,1.6966740958645283,0.35013124139031004
FFT_F,26.382366425812236,0.38081489294336685
COUPL_ANGLE_F,464.9767694164327,164.65404665598277
COUPL_OVERLAP_F,341.4937294533057,216.73019227920406
SO_DUR_F,1.8858174979198676,0.37706639337560827
SO_P2P_F,186.81418742376104,268.32940008722335
SO_RATE_F,43.68079909073633,6.122831323495588
SO_SLOPE_NEG1_F,-621.2762915215644,1282.4604978142006
SO_SLOPE_POS1_F,40513.465162620494,100351.16156449741
AMP_C,133.75848858673623,745.9441481961995
DENS_C,4.1581743331276435,1.952650522303191
DUR_C,1.751929539039589,0.3914119024427512
FFT_C,26.86645626292061,0.41592974327717946
COUPL_ANGLE_C,461.3418599948666,157.3152115697649
COUPL_OVERLAP_C,338.20333617435773,200.48242912362642
SO_DUR_C,1.748404014273947,0.3363285632365985
SO_P2P_C,166.90034262179276,255.2426299490228
SO_RATE_C,43.661017897005095,5.947014153126487
SO_SLOPE_NEG1_C,-588.7505778988703,1249.5503810292114
SO_SLOPE_POS1_C,43654.91325473861,191026.6206684601
AMP_O,128.39668564896533,763.4944507907691
DENS_O,3.965253783933223,2.073604692027385
DUR_O,1.774911154153304,0.3390244126295919
FFT_O,27.051445875014398,0.4946861206991914
COUPL_ANGLE_O,396.095422098022,151.5949022725333
COUPL_OVERLAP_O,284.23219286497016,183.85551789999536
SO_DUR_O,1.8132146005717704,0.3767705589319309
SO_P2P_O,141.12084642565148,252.3301587420871
SO_RATE_O,40.86389618138242,4.343329189586815
SO_SLOPE_NEG1_O,-462.7061843048535,1211.938835817181
SO_SLOPE_POS1_O,34155.88374405265,89987.09889445244
alpha_bandpower_mean_F_NREM,0.0630919611006699,0.03398672762589988
alpha_bandpower_mean_C_NREM,0.07003521542833879,0.03349906832207524
alpha_bandpower_mean_O_NREM,0.06885734362201967,0.03151193555471935
delta_bandpower_kurtosis_F_NREM,17.071160842182266,3.6972880812550666
delta_bandpower_kurtosis_C_NREM,15.138159807115391,3.491000488494168
delta_bandpower_kurtosis_O_NREM,14.02836194019687,3.5060534660539004
theta_bandpower_kurtosis_F_NREM,7.381454283762479,2.410229424774987
theta_bandpower_kurtosis_C_NREM,7.044245542304138,2.279941607908671
theta_bandpower_kurtosis_O_NREM,5.121020414864938,1.8875951039193986
alpha_bandpower_kurtosis_F_NREM,7.570632038163328,2.6006161156044265
alpha_bandpower_kurtosis_C_NREM,6.6535061892668885,2.210230119927276
alpha_bandpower_kurtosis_O_NREM,6.419656605558205,2.0229323553265566
sigma_bandpower_kurtosis_F_NREM,18.08109314872085,7.19279327140703
sigma_bandpower_kurtosis_C_NREM,13.43344103932657,4.4377443306901485
sigma_bandpower_kurtosis_O_NREM,12.935453368602335,4.973714299629041
delta_alpha_mean_F_NREM,0.6789644892445225,0.28062116502840845
delta_alpha_mean_C_NREM,0.5959477959088008,0.21943244374739884
delta_alpha_mean_O_NREM,0.48491332188544806,0.16023891205358815
theta_alpha_mean_F_NREM,0.09468087676612369,0.03608522828032513
theta_alpha_mean_C_NREM,0.10833547960246794,0.0373799639536328
theta_alpha_mean_O_NREM,0.12359925235182988,0.04238787932334295
alpha_bandpower_mean_F_R,0.032274826375542374,0.020551761613364104
alpha_bandpower_mean_C_R,0.039763675720206934,0.023160699250724486
alpha_bandpower_mean_O_R,0.05230924050064481,0.030749926112579515
delta_bandpower_kurtosis_F_R,16.803256768900454,5.264799654161978
delta_bandpower_kurtosis_C_R,13.270278868619853,4.970307653061908
delta_bandpower_kurtosis_O_R,12.663193179589854,5.169463863510437
theta_bandpower_kurtosis_F_R,6.569843152165917,2.3911559821671085
theta_bandpower_kurtosis_C_R,6.483395961230673,2.266132435081069
theta_bandpower_kurtosis_O_R,5.916332555548699,2.624684702812253
alpha_bandpower_kurtosis_F_R,7.01562153676057,3.2362384386353624
alpha_bandpower_kurtosis_C_R,6.735403013906624,2.948589580158007
alpha_bandpower_kurtosis_O_R,6.569401534385471,2.622894697099833
delta_alpha_mean_F_R,0.24813665968297305,0.14713072743342365
delta_alpha_mean_C_R,0.2037506517292389,0.1011568306148098
delta_alpha_mean_O_R,0.19872492116728296,0.1413697995434895
theta_alpha_mean_F_R,0.059564407944049685,0.030778547215358814
theta_alpha_mean_C_R,0.06516123468521956,0.0333994163745817
theta_alpha_mean_O_R,0.06898647593761234,0.03792609684916146
kurtosis_NREM_C,2.3598910178096295,1.0667939187597486
kurtosis_R_C,1.9703505648001818,1.2899131554505636
kurtosis_NREM_F,3.1707213406503336,1.4423992020422136
kurtosis_R_F,2.619097446552334,1.4453036280725808
kurtosis_NREM_O,1.5941293741857463,0.817773558862935
kurtosis_R_O,1.9501539324770092,1.6131943625894951
Age,50.539581251907684,16.096166969064726
Sex,0.0,1.0
BMI,29.966259599890805,6.986999484699193
MedBenzo,0.0,1.0
MedAntiDep,0.0,1.0
MedSedative,0.0,1.0
MedAntiEplipetic,0.0,1.0
MedStimulant,0.0,1.0
