Name,Mean,Std
AMP_F,132.76259286902297,716.5353193175467
DENS_F,3.812553478823875,2.0076085889183686
DUR_F,1.6968740455482136,0.3647586771911178
FFT_F,26.38560614579471,0.3825217372180172
COUPL_ANGLE_F,464.08832742337347,164.06168677372807
COUPL_OVERLAP_F,337.586636866251,216.44128926582542
SO_DUR_F,1.8893448481682469,0.37942882741844186
SO_P2P_F,186.7142572952138,271.30603893179966
SO_RATE_F,43.629640194648445,6.100873805184356
SO_SLOPE_NEG1_F,-621.7032491673315,1327.983316694741
SO_SLOPE_POS1_F,40202.59694658592,98747.06214884817
AMP_C,132.75511331667923,736.1704407956533
DENS_C,4.124729026381783,1.959767838167133
DUR_C,1.7512070621186677,0.41022669996835937
FFT_C,26.86639448358308,0.41525341721524806
COUPL_ANGLE_C,459.9371020141577,156.98140731900008
COUPL_OVERLAP_C,334.7654393600753,200.57195871280769
SO_DUR_C,1.7538098194103349,0.3413748244590356
SO_P2P_C,166.88775712227311,258.0268586631391
SO_RATE_C,43.58236394579528,5.945230418068989
SO_SLOPE_NEG1_C,-588.8639371353444,1295.1140856421264
SO_SLOPE_POS1_C,43203.48503077258,187926.25079214945
AMP_O,128.88572549040407,764.8345442703109
DENS_O,3.9495124762736964,2.0739150023199757
DUR_O,1.7747299635336808,0.3656706217154859
FFT_O,27.051128234973692,0.4950895506514408
COUPL_ANGLE_O,395.5393330987602,151.26485496491708
COUPL_OVERLAP_O,282.68274320668155,183.5515171659792
SO_DUR_O,1.8184104707174777,0.38107190552366643
SO_P2P_O,142.0844788193232,260.6223667398502
SO_RATE_O,40.825410239331376,4.356583085758351
SO_SLOPE_NEG1_O,-466.4905039337428,1271.9688112468878
SO_SLOPE_POS1_O,33882.2713131414,89571.54801085325
alpha_bandpower_mean_F_NREM,0.06311560034011636,0.03399057634284801
alpha_bandpower_mean_C_NREM,0.0699988725617513,0.03345391740397656
alpha_bandpower_mean_O_NREM,0.06878895958370099,0.031473253045745365
delta_bandpower_kurtosis_F_NREM,17.020528215389835,3.7135543353283262
delta_bandpower_kurtosis_C_NREM,15.094152494720436,3.496935682361944
delta_bandpower_kurtosis_O_NREM,14.027273762264674,3.515675407529319
theta_bandpower_kurtosis_F_NREM,7.326047691454948,2.4134872003650076
theta_bandpower_kurtosis_C_NREM,6.993668014324411,2.2821795246758247
theta_bandpower_kurtosis_O_NREM,5.1033307151634775,1.8804391362825783
alpha_bandpower_kurtosis_F_NREM,7.528087360291989,2.5961492904105623
alpha_bandpower_kurtosis_C_NREM,6.621930645627501,2.203901582363775
alpha_bandpower_kurtosis_O_NREM,6.403326981202991,2.0217007434851357
sigma_bandpower_kurtosis_F_NREM,17.981636852682918,7.212726115750359
sigma_bandpower_kurtosis_C_NREM,13.363765917678759,4.450798829402609
sigma_bandpower_kurtosis_O_NREM,12.894713315271874,4.972334694261891
delta_alpha_mean_F_NREM,0.673929107609978,0.280159591485397
delta_alpha_mean_C_NREM,0.5919886423179487,0.21953709463909885
delta_alpha_mean_O_NREM,0.483385722168552,0.16124017221970066
theta_alpha_mean_F_NREM,0.0947067317691936,0.036145441550261996
theta_alpha_mean_C_NREM,0.10831712844822522,0.03744575041042476
theta_alpha_mean_O_NREM,0.1235082496767572,0.04245726758008264
alpha_bandpower_mean_F_R,0.032378217815943966,0.02053819099306808
alpha_bandpower_mean_C_R,0.039906182079033424,0.023239535488767154
alpha_bandpower_mean_O_R,0.05227884616896133,0.03067418976115618
delta_bandpower_kurtosis_F_R,16.79826866051035,5.26994942034794
delta_bandpower_kurtosis_C_R,13.284439192452572,5.040855706881318
delta_bandpower_kurtosis_O_R,12.671846485718374,5.218673179502624
theta_bandpower_kurtosis_F_R,6.5509901802608566,2.3952735699874097
theta_bandpower_kurtosis_C_R,6.466150305904493,2.288499744290498
theta_bandpower_kurtosis_O_R,5.898224456389897,2.626394029512471
alpha_bandpower_kurtosis_F_R,6.993819552370785,3.2369019076226513
alpha_bandpower_kurtosis_C_R,6.713620781613304,2.9418363323583043
alpha_bandpower_kurtosis_O_R,6.5507740269573,2.6183824682102155
delta_alpha_mean_F_R,0.2479775375299336,0.14661536489530178
delta_alpha_mean_C_R,0.20388266592016477,0.10120359688541113
delta_alpha_mean_O_R,0.19884525892780994,0.14059323104168528
theta_alpha_mean_F_R,0.059729721253450115,0.030930849241520963
theta_alpha_mean_C_R,0.06533159262489538,0.033504345773340036
theta_alpha_mean_O_R,0.06914451403232505,0.03794698114154411
kurtosis_NREM_C,2.339472529392528,1.065416196727045
kurtosis_R_C,1.9670751452299005,1.2938947895780342
kurtosis_NREM_F,3.141995506328587,1.4423331196133629
kurtosis_R_F,2.610684750272706,1.4441871424856805
kurtosis_NREM_O,1.5909232979813641,0.8157469542744498
kurtosis_R_O,1.9471449869817927,1.6014223936949135
Age,51.01723987347178,16.175063767185005
Sex,0.0,1.0
BMI,29.95966377969192,6.966277673178283
MedBenzo,0.0,1.0
MedAntiDep,0.0,1.0
MedSedative,0.0,1.0
MedAntiEplipetic,0.0,1.0
MedStimulant,0.0,1.0
