Name,Mean,Std
AMP_F,132.41385683501218,716.6241874503812
DENS_F,3.82631717674846,2.0067402402179675
DUR_F,1.69614887975689,0.36346067881314564
FFT_F,26.38348716039036,0.38076122892855674
COUPL_ANGLE_F,465.1179132793482,163.68945864158727
COUPL_OVERLAP_F,338.43257961406414,216.0813806825581
SO_DUR_F,1.8882670487281732,0.3790938385519292
SO_P2P_F,186.6968504250378,267.50717939548105
SO_RATE_F,43.65091338062082,6.110138889699986
SO_SLOPE_NEG1_F,-619.3178642158783,1269.3479631099328
SO_SLOPE_POS1_F,40287.836632807834,99110.7101434651
AMP_C,132.80717896576962,737.0999884509853
DENS_C,4.139926847760404,1.957203590850525
DUR_C,1.751063796001893,0.4106618059289779
FFT_C,26.865742561977125,0.4152488215408003
COUPL_ANGLE_C,460.93375334582913,156.7052469507302
COUPL_OVERLAP_C,335.6649698117675,200.38765647065796
SO_DUR_C,1.7517779173998782,0.3396685610335198
SO_P2P_C,166.78298104631503,254.0151219287684
SO_RATE_C,43.617761266876705,5.9407180818025624
SO_SLOPE_NEG1_C,-586.4845676896982,1235.2611223551623
SO_SLOPE_POS1_C,43345.165873564874,188628.13912041
AMP_O,128.876384108427,766.2302346635163
DENS_O,3.9614811694676706,2.0739961822364954
DUR_O,1.7749902936721913,0.3653564834343227
FFT_O,27.05065476513329,0.49543690457394984
COUPL_ANGLE_O,396.12595010074995,151.13242125960915
COUPL_OVERLAP_O,283.05789037528115,183.46833375887365
SO_DUR_O,1.8165976713537617,0.3796799745382246
SO_P2P_O,141.69848616090584,256.47535014625254
SO_RATE_O,40.830582660150505,4.358091782581555
SO_SLOPE_NEG1_O,-463.25455142964114,1212.2894399179024
SO_SLOPE_POS1_O,33936.232084536394,90037.48002678558
alpha_bandpower_mean_F_NREM,0.06333739790764742,0.034083356462836126
alpha_bandpower_mean_C_NREM,0.07022526694919001,0.033530003496782264
alpha_bandpower_mean_O_NREM,0.06898189200814245,0.03153672852053697
delta_bandpower_kurtosis_F_NREM,17.041993689252724,3.700603014897466
delta_bandpower_kurtosis_C_NREM,15.109931982306009,3.493376216163991
delta_bandpower_kurtosis_O_NREM,14.024625554201284,3.516914537238384
theta_bandpower_kurtosis_F_NREM,7.344195763577583,2.413309055926872
theta_bandpower_kurtosis_C_NREM,7.012263199233987,2.2810478833423717
theta_bandpower_kurtosis_O_NREM,5.110953859280508,1.8873174849713286
alpha_bandpower_kurtosis_F_NREM,7.535254543388563,2.5982961476664985
alpha_bandpower_kurtosis_C_NREM,6.626260775779097,2.206262228562074
alpha_bandpower_kurtosis_O_NREM,6.402509596144582,2.0240087141380547
sigma_bandpower_kurtosis_F_NREM,18.003338067609448,7.199929032087931
sigma_bandpower_kurtosis_C_NREM,13.381797230346478,4.45094692389101
sigma_bandpower_kurtosis_O_NREM,12.911882814917643,4.976560825922668
delta_alpha_mean_F_NREM,0.6755823512163524,0.2804780755443896
delta_alpha_mean_C_NREM,0.593227845078896,0.21979305592182452
delta_alpha_mean_O_NREM,0.4836401796572914,0.16136598087843762
theta_alpha_mean_F_NREM,0.09474803521205596,0.03616700767976618
theta_alpha_mean_C_NREM,0.10835793154385541,0.03743891473728806
theta_alpha_mean_O_NREM,0.12353377214901162,0.04240105142983192
alpha_bandpower_mean_F_R,0.03241545568971776,0.020563142527167837
alpha_bandpower_mean_C_R,0.03995261599503556,0.023248070784364246
alpha_bandpower_mean_O_R,0.052385213308301495,0.030662624274003205
delta_bandpower_kurtosis_F_R,16.805822989922984,5.277185352042171
delta_bandpower_kurtosis_C_R,13.283543660964012,5.05102862777669
delta_bandpower_kurtosis_O_R,12.667582336307435,5.225092919597923
theta_bandpower_kurtosis_F_R,6.559180277089753,2.40474595556421
theta_bandpower_kurtosis_C_R,6.471317244917882,2.2852164944102227
theta_bandpower_kurtosis_O_R,5.904854741829338,2.6326759693015997
alpha_bandpower_kurtosis_F_R,7.000287384618378,3.245845180435262
alpha_bandpower_kurtosis_C_R,6.718416054781272,2.9459264632504754
alpha_bandpower_kurtosis_O_R,6.5524667560287515,2.6193643227975785
delta_alpha_mean_F_R,0.24789029939820012,0.14670390260844984
delta_alpha_mean_C_R,0.20372504286466894,0.10124222573678286
delta_alpha_mean_O_R,0.19863047420106097,0.14048680488792237
theta_alpha_mean_F_R,0.059709635828202864,0.030942321816817896
theta_alpha_mean_C_R,0.06530416633306173,0.03350891107526557
theta_alpha_mean_O_R,0.06913444338572998,0.037968083229657536
kurtosis_NREM_C,2.3455560798597928,1.0656601339301064
kurtosis_R_C,1.9694557286096295,1.2970566355904438
kurtosis_NREM_F,3.1512794596623834,1.4412716124073441
kurtosis_R_F,2.6141479893610162,1.4474848372849882
kurtosis_NREM_O,1.5909044728199888,0.8166440066167383
kurtosis_R_O,1.9481564826739421,1.608470682630749
Age,50.81901623499306,16.104638650900068
Sex,0.0,1.0
BMI,29.967994062799708,6.967754927077022
MedBenzo,0.0,1.0
MedAntiDep,0.0,1.0
MedSedative,0.0,1.0
MedAntiEplipetic,0.0,1.0
MedStimulant,0.0,1.0
