z,Risk1Year,Risk5Year,Risk10Year
-16.95037394609531,0.0022002320611262086,0.010851415818893354,0.029133931703728373
-1.134740728847252,0.00026746753912798907,0.001368466940071298,0.004002863120351266
-0.7121517866409377,0.00021056035656683437,0.001077574413134224,0.003153448537144414
-0.5322107654328384,0.00017467387987307905,0.0008957109959728604,0.002630707155234751
-0.38955869566234846,0.00025318721009306565,0.0012973208343240198,0.003803255907255179
-0.30749919814398874,0.0003887615430112758,0.0019888946473419597,0.0058144713549570575
-0.21953513804689895,0.0002498680963484594,0.0012819040955771575,0.0037675847674013955
-0.16276341219134283,0.0004489633799186413,0.0023001037970152576,0.006740233431116038
-0.10078831885282269,0.0003148110609178506,0.0016139145513114719,0.00473278771417488
-0.04018495479456946,0.0003033361444607204,0.001557038544170643,0.004573755974225922
0.0075918289567163955,0.0003569745369068251,0.0018300652024390992,0.005367904847393448
0.05475611699615501,0.0004089520020526016,0.0020959151930163224,0.006144231572626124
0.09162138960147903,0.0005785006718120003,0.0029653111750431323,0.00869025196549711
0.12825921967831566,0.0005549075089417492,0.002843402416391892,0.008327520371926654
0.16614376414904808,0.0005493041033550582,0.0028146112345069784,0.008248119607934761
0.21621931265577965,0.0006686673727731776,0.0034266055169408474,0.010032457094452203
0.25634214104571196,0.0006572206957308472,0.0033629251840402606,0.009826478620810474
0.2870436429699571,0.0007932814115501432,0.0040648408345858875,0.011904782090515641
0.32363110915743587,0.0006212518912909866,0.003184803535514748,0.009330743462409967
0.3490640960804483,0.0007202019008094012,0.003688581370279659,0.010791674976362377
0.3797576712166544,0.0008926755147627603,0.004559085928037998,0.013266234384190473
0.40441339545906557,0.0008506011293022152,0.004340432355883549,0.012593467673497472
0.43240580881430063,0.0014243845097056554,0.007242248765482332,0.020868677059382026
0.4548894889203726,0.000731170870265654,0.003742746303488274,0.010944417266309122
0.4830125539380862,0.0008288086352283907,0.004248042197845359,0.012442518496348247
0.5102187177420654,0.0007864525179943862,0.0040292968078553155,0.011801164683202697
0.5374579980012695,0.001043432196605527,0.00533614215322097,0.015560449194771842
0.5620341324223178,0.001118017174110473,0.005716705771298922,0.016653413984736895
0.5954317494399755,0.0011164223708216268,0.0057155742967998765,0.01669581173518075
0.6176862926788238,0.0011398797418290395,0.005838061387128047,0.01706114223956851
0.6450290307433818,0.0009906199043561192,0.00507667516955917,0.014858263092819067
0.6715630272370173,0.0011143934117016656,0.005705210637345687,0.01668778265415498
0.6968105475650532,0.001399546694266014,0.007158678896291542,0.02087140232381439
0.7188031240231569,0.0014441433714043287,0.007351647683535494,0.0212020841109383
0.7406557397935343,0.001086946342864339,0.005563898135015518,0.016253349476019727
0.7614606162415914,0.0015017570923493968,0.007673369310344549,0.02232527619074173
0.7867638848361941,0.0016818135248341142,0.008586485179714935,0.02493153247221708
0.8092990645169702,0.0018367516561892396,0.00937909039135399,0.027250137141772456
0.8271393375912283,0.001487875560900791,0.007610833844812054,0.022192874805496466
0.8503838842263011,0.0012209656644939799,0.0062515634557435106,0.01827496677684268
0.8678474567597408,0.0016998220211348269,0.008701108075435372,0.025389566404989742
0.8908920181525064,0.0016398644055736716,0.00838949917108736,0.024461629493282008
0.9159524419005429,0.001721146695085102,0.008782798939480554,0.02548548800212905
0.9409450670909605,0.0020210003210240626,0.010321206531981014,0.029990368003536792
0.9617403380734573,0.002765189362334803,0.014054852543992214,0.040412144456859256
0.9859392863609614,0.003099731404725408,0.015552604161384686,0.04349119834915726
1.0131174386415784,0.002457092390207386,0.01249263186110698,0.03591907704977888
1.0351209621608715,0.0020334277388323017,0.010381690372738707,0.030136602408558942
1.057170286208443,0.002515546465528849,0.012822655695448328,0.03707842950849395
1.0842647198761084,0.002126708267564478,0.010869431103184501,0.03163016387860712
1.106320248080602,0.0028071111522352584,0.014322089136438036,0.04146630502056643
1.1264126756445498,0.0032199868576871025,0.01638966423117151,0.04720003029759301
1.1535466354312824,0.0031451779203872554,0.01600189956265013,0.04607432173741137
1.1767952537962518,0.0029061773859346495,0.014812596623083457,0.04283168239591764
1.1999079889201358,0.002336324445995038,0.011926924939892532,0.034616242584214856
1.2226987112509142,0.0027166161779169874,0.013853340897968507,0.040131908319336926
1.2427166124680429,0.0036470425049397195,0.018537481125839774,0.05322048230279009
1.2657965550005872,0.002823624149008618,0.014390843928858204,0.041613355003433695
1.286504212288908,0.004010891061177634,0.020365608122432908,0.05835621551002275
1.3108567417740726,0.0034455431094269173,0.01754905368165408,0.05066879229730792
1.333767831283629,0.004051317490171957,0.02056992241489603,0.05896246000914227
1.35748762877118,0.003528771491573547,0.017957766987031613,0.051710080796229074
1.3859542247139442,0.003172933716241301,0.01615896136485889,0.0466281730510006
